location,target,unit,value,type,bin_start_incl,bin_end_notincl
HHS Region 9,Season peak percentage,percent,0.0115415178101623,Bin,6.2,6.3
HHS Region 9,Season peak percentage,percent,0.00769407060546528,Bin,6.3,6.4
HHS Region 9,Season peak percentage,percent,0.00916497734805799,Bin,6.4,6.5
HHS Region 9,Season peak percentage,percent,0.00852956184888725,Bin,6.5,6.6
HHS Region 9,Season peak percentage,percent,0.00779126908561175,Bin,6.6,6.7
HHS Region 9,Season peak percentage,percent,0.00829117708082601,Bin,6.7,6.8
HHS Region 9,Season peak percentage,percent,0.00667025257780221,Bin,6.8,6.9
HHS Region 9,Season peak percentage,percent,0.00697790661574398,Bin,6.9,7.0
HHS Region 9,Season peak percentage,percent,0.00586905519045268,Bin,7.0,7.1
HHS Region 9,Season peak percentage,percent,0.00605675499831707,Bin,7.1,7.2
HHS Region 9,Season peak percentage,percent,0.00420013832936316,Bin,7.2,7.3
HHS Region 9,Season peak percentage,percent,0.00368485154970042,Bin,7.3,7.4
HHS Region 9,Season peak percentage,percent,0.00318416901413722,Bin,7.4,7.5
HHS Region 9,Season peak percentage,percent,0.00271319997503658,Bin,7.5,7.6
HHS Region 9,Season peak percentage,percent,0.00362842880887219,Bin,7.6,7.7
HHS Region 9,Season peak percentage,percent,0.00190033685113423,Bin,7.7,7.8
HHS Region 9,Season peak percentage,percent,0.00156913576527115,Bin,7.8,7.9
HHS Region 9,Season peak percentage,percent,0.00128996463301439,Bin,7.9,8.0
HHS Region 9,Season peak percentage,percent,0.00106135332473632,Bin,8.0,8.1
HHS Region 9,Season peak percentage,percent,0.000880240707508662,Bin,8.1,8.2
HHS Region 9,Season peak percentage,percent,0.000742272647243742,Bin,8.2,8.3
HHS Region 9,Season peak percentage,percent,0.000642356293694588,Bin,8.3,8.4
HHS Region 9,Season peak percentage,percent,0.000574643710313895,Bin,8.4,8.5
HHS Region 9,Season peak percentage,percent,0.000532932855632393,Bin,8.5,8.6
HHS Region 9,Season peak percentage,percent,0.000510865702639471,Bin,8.6,8.7
HHS Region 9,Season peak percentage,percent,0.000502163631539719,Bin,8.7,8.8
HHS Region 9,Season peak percentage,percent,0.000500882704802196,Bin,8.8,8.9
HHS Region 9,Season peak percentage,percent,0.000501734081889309,Bin,8.9,9.0
HHS Region 9,Season peak percentage,percent,0.000500325636571181,Bin,9.0,9.1
HHS Region 9,Season peak percentage,percent,0.000493391902265188,Bin,9.1,9.2
HHS Region 9,Season peak percentage,percent,0.000478897728257124,Bin,9.2,9.3
HHS Region 9,Season peak percentage,percent,0.000456037779763203,Bin,9.3,9.4
HHS Region 9,Season peak percentage,percent,0.000425154757520505,Bin,9.4,9.5
HHS Region 9,Season peak percentage,percent,0.000387497620306674,Bin,9.5,9.6
HHS Region 9,Season peak percentage,percent,0.000344967343187396,Bin,9.6,9.7
HHS Region 9,Season peak percentage,percent,0.000299790691897656,Bin,9.7,9.8
HHS Region 9,Season peak percentage,percent,0.000254227520151275,Bin,9.8,9.9
HHS Region 9,Season peak percentage,percent,0.000210326718999963,Bin,9.9,10.0
HHS Region 9,Season peak percentage,percent,0.000169729633508114,Bin,10.0,10.1
HHS Region 9,Season peak percentage,percent,0.000133589840045445,Bin,10.1,10.2
HHS Region 9,Season peak percentage,percent,0.000102542649429797,Bin,10.2,10.3
HHS Region 9,Season peak percentage,percent,7.67585316679936e-05,Bin,10.3,10.4
HHS Region 9,Season peak percentage,percent,5.60328616214542e-05,Bin,10.4,10.5
HHS Region 9,Season peak percentage,percent,3.98921429171037e-05,Bin,10.5,10.6
HHS Region 9,Season peak percentage,percent,2.76932667131816e-05,Bin,10.6,10.7
HHS Region 9,Season peak percentage,percent,1.87478245506478e-05,Bin,10.7,10.8
HHS Region 9,Season peak percentage,percent,1.2375641556468e-05,Bin,10.8,10.9
HHS Region 9,Season peak percentage,percent,7.96572131324688e-06,Bin,10.9,11.0
HHS Region 9,Season peak percentage,percent,5.45700713382551e-06,Bin,11.0,11.1
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,11.1,11.2
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,11.2,11.3
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,11.3,11.4
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,11.4,11.5
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,11.5,11.6
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,11.6,11.7
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,11.7,11.8
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,11.8,11.9
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,11.9,12.0
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.0,12.1
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.1,12.2
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.2,12.3
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.3,12.4
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.4,12.5
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.5,12.6
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.6,12.7
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.7,12.8
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.8,12.9
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,12.9,13.0
HHS Region 9,Season peak percentage,percent,5.27546676815685e-06,Bin,13.0,100.0
HHS Region 9,1 wk ahead,percent,0.00399999755897928,Bin,0.0,0.1
HHS Region 9,1 wk ahead,percent,3.13641907820968e-10,Bin,0.1,0.2
HHS Region 9,1 wk ahead,percent,3.13641907820968e-10,Bin,0.2,0.3
HHS Region 9,1 wk ahead,percent,0.00399999771580024,Bin,0.3,0.4
HHS Region 9,1 wk ahead,percent,0.00399999771580024,Bin,0.4,0.5
HHS Region 9,1 wk ahead,percent,0.00099999966418149,Bin,0.5,0.6
HHS Region 9,1 wk ahead,percent,0.00999999381903773,Bin,0.6,0.7
HHS Region 9,1 wk ahead,percent,0.00199999932646922,Bin,0.7,0.8
HHS Region 9,1 wk ahead,percent,0.00300000046997163,Bin,0.8,0.9
HHS Region 9,1 wk ahead,percent,0.0110000001794812,Bin,0.9,1.0
HHS Region 9,1 wk ahead,percent,0.0230000024659355,Bin,1.0,1.1
HHS Region 9,1 wk ahead,percent,0.0310000126602468,Bin,1.1,1.2
HHS Region 9,1 wk ahead,percent,0.0570000128492907,Bin,1.2,1.3
HHS Region 9,1 wk ahead,percent,0.0530000285514926,Bin,1.3,1.4
HHS Region 9,1 wk ahead,percent,0.107999998713198,Bin,1.4,1.5
HHS Region 9,1 wk ahead,percent,0.22399992290137,Bin,1.5,1.6
HHS Region 9,1 wk ahead,percent,0.152999964423119,Bin,1.6,1.7
HHS Region 9,1 wk ahead,percent,0.125999974389801,Bin,1.7,1.8
HHS Region 9,1 wk ahead,percent,0.0749999976026008,Bin,1.8,1.9
HHS Region 9,1 wk ahead,percent,0.0330000139113181,Bin,1.9,2.0
HHS Region 9,1 wk ahead,percent,0.0150000152071895,Bin,2.0,2.1
HHS Region 9,1 wk ahead,percent,0.0150000068199495,Bin,2.1,2.2
HHS Region 9,1 wk ahead,percent,0.0130000029251187,Bin,2.2,2.3
HHS Region 9,1 wk ahead,percent,0.0070000052835371,Bin,2.3,2.4
HHS Region 9,1 wk ahead,percent,0.00500000750785791,Bin,2.4,2.5
HHS Region 9,1 wk ahead,percent,0.00600000768104873,Bin,2.5,2.6
HHS Region 9,1 wk ahead,percent,0.00100000967675961,Bin,2.6,2.7
HHS Region 9,1 wk ahead,percent,0.00200000590357247,Bin,2.7,2.8
HHS Region 9,1 wk ahead,percent,0.00599999997280714,Bin,2.8,2.9
HHS Region 9,1 wk ahead,percent,0.00599999770801999,Bin,2.9,3.0
HHS Region 9,1 wk ahead,percent,5.65446673382982e-10,Bin,3.0,3.1
HHS Region 9,1 wk ahead,percent,3.71237780506512e-10,Bin,3.1,3.2
HHS Region 9,1 wk ahead,percent,7.8023272508418e-10,Bin,3.2,3.3
HHS Region 9,1 wk ahead,percent,1.76283803638197e-09,Bin,3.3,3.4
HHS Region 9,1 wk ahead,percent,3.12860523852902e-09,Bin,3.4,3.5
HHS Region 9,1 wk ahead,percent,4.25903192755998e-09,Bin,3.5,3.6
HHS Region 9,1 wk ahead,percent,0.00200000314159722,Bin,3.6,3.7
HHS Region 9,1 wk ahead,percent,3.54554777303848e-09,Bin,3.7,3.8
HHS Region 9,1 wk ahead,percent,2.1680730395302e-09,Bin,3.8,3.9
HHS Region 9,1 wk ahead,percent,1.01514770097212e-09,Bin,3.9,4.0
HHS Region 9,1 wk ahead,percent,3.6399550433846e-10,Bin,4.0,4.1
HHS Region 9,1 wk ahead,percent,1.00329219928209e-10,Bin,4.1,4.2
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,4.2,4.3
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,4.3,4.4
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,4.4,4.5
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,4.5,4.6
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,4.6,4.7
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,4.7,4.8
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,4.8,4.9
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,4.9,5.0
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.0,5.1
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.1,5.2
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.2,5.3
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.3,5.4
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.4,5.5
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.5,5.6
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.6,5.7
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.7,5.8
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.8,5.9
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,5.9,6.0
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.0,6.1
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.1,6.2
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.2,6.3
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.3,6.4
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.4,6.5
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.5,6.6
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.6,6.7
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.7,6.8
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.8,6.9
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,6.9,7.0
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.0,7.1
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.1,7.2
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.2,7.3
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.3,7.4
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.4,7.5
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.5,7.6
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.6,7.7
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.7,7.8
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.8,7.9
HHS Region 9,1 wk ahead,percent,5.13110092583573e-11,Bin,7.9,8.0
HHS Region 9,1 wk ahead,percent,5.13110092583578e-11,Bin,8.0,8.1
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,8.1,8.2
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,8.2,8.3
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,8.3,8.4
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,8.4,8.5
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,8.5,8.6
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,8.6,8.7
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,8.7,8.8
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,8.8,8.9
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,8.9,9.0
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.0,9.1
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.1,9.2
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.2,9.3
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.3,9.4
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.4,9.5
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.5,9.6
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.6,9.7
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.7,9.8
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.8,9.9
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,9.9,10.0
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.0,10.1
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.1,10.2
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.2,10.3
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.3,10.4
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.4,10.5
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.5,10.6
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.6,10.7
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.7,10.8
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.8,10.9
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,10.9,11.0
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.0,11.1
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.1,11.2
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.2,11.3
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.3,11.4
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.4,11.5
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.5,11.6
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.6,11.7
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.7,11.8
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.8,11.9
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,11.9,12.0
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.0,12.1
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.1,12.2
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.2,12.3
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.3,12.4
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.4,12.5
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.5,12.6
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.6,12.7
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.7,12.8
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.8,12.9
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,12.9,13.0
HHS Region 9,1 wk ahead,percent,5.13110092583582e-11,Bin,13.0,100.0
HHS Region 9,2 wk ahead,percent,5.32574846562055e-11,Bin,0.0,0.1
HHS Region 9,2 wk ahead,percent,0.00100100045740544,Bin,0.1,0.2
HHS Region 9,2 wk ahead,percent,0.00100100045912089,Bin,0.2,0.3
HHS Region 9,2 wk ahead,percent,0.00400400171352311,Bin,0.3,0.4
HHS Region 9,2 wk ahead,percent,0.00900900431358077,Bin,0.4,0.5
HHS Region 9,2 wk ahead,percent,0.00600600542991039,Bin,0.5,0.6
HHS Region 9,2 wk ahead,percent,0.010010010893102,Bin,0.6,0.7
HHS Region 9,2 wk ahead,percent,0.0090090158329585,Bin,0.7,0.8
HHS Region 9,2 wk ahead,percent,0.00500501864700154,Bin,0.8,0.9
HHS Region 9,2 wk ahead,percent,0.00800802062445237,Bin,0.9,1.0
HHS Region 9,2 wk ahead,percent,0.0240240243952929,Bin,1.0,1.1
HHS Region 9,2 wk ahead,percent,0.0250250236365785,Bin,1.1,1.2
HHS Region 9,2 wk ahead,percent,0.0420420328344826,Bin,1.2,1.3
HHS Region 9,2 wk ahead,percent,0.059059047230567,Bin,1.3,1.4
HHS Region 9,2 wk ahead,percent,0.0720720631480839,Bin,1.4,1.5
HHS Region 9,2 wk ahead,percent,0.0900900798744321,Bin,1.5,1.6
HHS Region 9,2 wk ahead,percent,0.108108092136533,Bin,1.6,1.7
HHS Region 9,2 wk ahead,percent,0.106106091520443,Bin,1.7,1.8
HHS Region 9,2 wk ahead,percent,0.115115090676418,Bin,1.8,1.9
HHS Region 9,2 wk ahead,percent,0.0800800741959221,Bin,1.9,2.0
HHS Region 9,2 wk ahead,percent,0.0610610656837413,Bin,2.0,2.1
HHS Region 9,2 wk ahead,percent,0.0390390570340694,Bin,2.1,2.2
HHS Region 9,2 wk ahead,percent,0.0330330511740889,Bin,2.2,2.3
HHS Region 9,2 wk ahead,percent,0.0190190379536983,Bin,2.3,2.4
HHS Region 9,2 wk ahead,percent,0.0110110243730623,Bin,2.4,2.5
HHS Region 9,2 wk ahead,percent,0.0170170168877437,Bin,2.5,2.6
HHS Region 9,2 wk ahead,percent,0.00800800746843057,Bin,2.6,2.7
HHS Region 9,2 wk ahead,percent,0.00500500333285989,Bin,2.7,2.8
HHS Region 9,2 wk ahead,percent,0.00600600252605415,Bin,2.8,2.9
HHS Region 9,2 wk ahead,percent,0.00500500184210296,Bin,2.9,3.0
HHS Region 9,2 wk ahead,percent,0.00300300106688407,Bin,3.0,3.1
HHS Region 9,2 wk ahead,percent,0.00100100035273418,Bin,3.1,3.2
HHS Region 9,2 wk ahead,percent,0.00600600210612089,Bin,3.2,3.3
HHS Region 9,2 wk ahead,percent,0.00200200070644042,Bin,3.3,3.4
HHS Region 9,2 wk ahead,percent,2.73960982930329e-11,Bin,3.4,3.5
HHS Region 9,2 wk ahead,percent,0.0020020008257031,Bin,3.5,3.6
HHS Region 9,2 wk ahead,percent,0.00300300148309199,Bin,3.6,3.7
HHS Region 9,2 wk ahead,percent,0.00200200184973543,Bin,3.7,3.8
HHS Region 9,2 wk ahead,percent,2.35133622214905e-09,Bin,3.8,3.9
HHS Region 9,2 wk ahead,percent,0.00100100405007557,Bin,3.9,4.0
HHS Region 9,2 wk ahead,percent,4.47025425054077e-09,Bin,4.0,4.1
HHS Region 9,2 wk ahead,percent,4.14960540554541e-09,Bin,4.1,4.2
HHS Region 9,2 wk ahead,percent,0.00100100330971848,Bin,4.2,4.3
HHS Region 9,2 wk ahead,percent,1.62049422101911e-09,Bin,4.3,4.4
HHS Region 9,2 wk ahead,percent,6.81656140320191e-10,Bin,4.4,4.5
HHS Region 9,2 wk ahead,percent,2.2018083299464e-10,Bin,4.5,4.6
HHS Region 9,2 wk ahead,percent,6.31103776090298e-11,Bin,4.6,4.7
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,4.7,4.8
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,4.8,4.9
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,4.9,5.0
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.0,5.1
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.1,5.2
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.2,5.3
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.3,5.4
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.4,5.5
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.5,5.6
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.6,5.7
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.7,5.8
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.8,5.9
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,5.9,6.0
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.0,6.1
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.1,6.2
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.2,6.3
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.3,6.4
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.4,6.5
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.5,6.6
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.6,6.7
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.7,6.8
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.8,6.9
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,6.9,7.0
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.0,7.1
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.1,7.2
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.2,7.3
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.3,7.4
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.4,7.5
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.5,7.6
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.6,7.7
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.7,7.8
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.8,7.9
HHS Region 9,2 wk ahead,percent,5.13874461616591e-11,Bin,7.9,8.0
HHS Region 9,2 wk ahead,percent,5.13874461616595e-11,Bin,8.0,8.1
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,8.1,8.2
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,8.2,8.3
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,8.3,8.4
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,8.4,8.5
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,8.5,8.6
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,8.6,8.7
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,8.7,8.8
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,8.8,8.9
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,8.9,9.0
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.0,9.1
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.1,9.2
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.2,9.3
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.3,9.4
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.4,9.5
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.5,9.6
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.6,9.7
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.7,9.8
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.8,9.9
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,9.9,10.0
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.0,10.1
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.1,10.2
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.2,10.3
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.3,10.4
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.4,10.5
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.5,10.6
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.6,10.7
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.7,10.8
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.8,10.9
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,10.9,11.0
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.0,11.1
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.1,11.2
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.2,11.3
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.3,11.4
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.4,11.5
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.5,11.6
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.6,11.7
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.7,11.8
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.8,11.9
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,11.9,12.0
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.0,12.1
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.1,12.2
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.2,12.3
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.3,12.4
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.4,12.5
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.5,12.6
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.6,12.7
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.7,12.8
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.8,12.9
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,12.9,13.0
HHS Region 9,2 wk ahead,percent,5.138744616166e-11,Bin,13.0,100.0
HHS Region 9,3 wk ahead,percent,0.00100300845129068,Bin,0.0,0.1
HHS Region 9,3 wk ahead,percent,0.00200601690258136,Bin,0.1,0.2
HHS Region 9,3 wk ahead,percent,0.00300902527824794,Bin,0.2,0.3
HHS Region 9,3 wk ahead,percent,0.00300902534380612,Bin,0.3,0.4
HHS Region 9,3 wk ahead,percent,0.00100300914008293,Bin,0.4,0.5
HHS Region 9,3 wk ahead,percent,0.00802406926648003,Bin,0.5,0.6
HHS Region 9,3 wk ahead,percent,0.0060180556078795,Bin,0.6,0.7
HHS Region 9,3 wk ahead,percent,0.00501505214969334,Bin,0.7,0.8
