location,target,unit,type,bin_start_incl,bin_end_notincl,value
HHS Region 10,1 wk ahead,percent,Bin,7.3,7.4,1.1286403997155674e-4
HHS Region 10,1 wk ahead,percent,Bin,7.4,7.5,1.1286403997155674e-4
HHS Region 10,1 wk ahead,percent,Bin,7.5,7.6,1.1286403997155674e-4
HHS Region 10,1 wk ahead,percent,Bin,7.6,7.7,1.1286403997155674e-4
HHS Region 10,1 wk ahead,percent,Bin,7.7,7.8,1.1286403997155674e-4
HHS Region 10,1 wk ahead,percent,Bin,7.8,7.9,1.1286403997155674e-4
HHS Region 10,1 wk ahead,percent,Bin,7.9,8,1.1286403997155674e-4
HHS Region 10,1 wk ahead,percent,Bin,8,8.1,1.1286403997155773e-4
HHS Region 10,1 wk ahead,percent,Bin,8.1,8.2,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,8.2,8.3,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,8.3,8.4,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,8.4,8.5,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,8.5,8.6,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,8.6,8.7,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,8.7,8.8,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,8.8,8.9,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,8.9,9,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9,9.1,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9.1,9.2,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9.2,9.3,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9.3,9.4,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9.4,9.5,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9.5,9.6,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9.6,9.7,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9.7,9.8,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9.8,9.9,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,9.9,10,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10,10.1,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10.1,10.2,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10.2,10.3,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10.3,10.4,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10.4,10.5,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10.5,10.6,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10.6,10.7,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10.7,10.8,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10.8,10.9,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,10.9,11,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11,11.1,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11.1,11.2,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11.2,11.3,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11.3,11.4,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11.4,11.5,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11.5,11.6,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11.6,11.7,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11.7,11.8,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11.8,11.9,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,11.9,12,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12,12.1,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12.1,12.2,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12.2,12.3,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12.3,12.4,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12.4,12.5,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12.5,12.6,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12.6,12.7,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12.7,12.8,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12.8,12.9,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,12.9,13,1.1286403997155872e-4
HHS Region 10,1 wk ahead,percent,Bin,13,100,1.1286403997155872e-4
HHS Region 10,2 wk ahead,percent,Bin,0,0.1,2.49267319548819e-4
HHS Region 10,2 wk ahead,percent,Bin,0.1,0.2,7.587569935754425e-4
HHS Region 10,2 wk ahead,percent,Bin,0.2,0.3,0.0012700489510223388
HHS Region 10,2 wk ahead,percent,Bin,0.3,0.4,0.0020471495175410676
HHS Region 10,2 wk ahead,percent,Bin,0.4,0.5,0.0031783521250017526
HHS Region 10,2 wk ahead,percent,Bin,0.5,0.6,0.004754994262507151
HHS Region 10,2 wk ahead,percent,Bin,0.6,0.7,0.006857020578935487
HHS Region 10,2 wk ahead,percent,Bin,0.7,0.8,0.009535625542032994
HHS Region 10,2 wk ahead,percent,Bin,0.8,0.9,0.01279352960359306
HHS Region 10,2 wk ahead,percent,Bin,0.9,1,0.016569884960321402
HHS Region 10,2 wk ahead,percent,Bin,1,1.1,0.020732121118245756
HHS Region 10,2 wk ahead,percent,Bin,1.1,1.2,0.02508051659367294
HHS Region 10,2 wk ahead,percent,Bin,1.2,1.3,0.02936669432725068
HHS Region 10,2 wk ahead,percent,Bin,1.3,1.4,0.03332574708033292
HHS Region 10,2 wk ahead,percent,Bin,1.4,1.5,0.036715214129851556
HHS Region 10,2 wk ahead,percent,Bin,1.5,1.6,0.039353250311877974
HHS Region 10,2 wk ahead,percent,Bin,1.6,1.7,0.0411478040192603
HHS Region 10,2 wk ahead,percent,Bin,1.7,1.8,0.04210808241256082
HHS Region 10,2 wk ahead,percent,Bin,1.8,1.9,0.042337083279128426
HHS Region 10,2 wk ahead,percent,Bin,1.9,2,0.042002133706931566
HHS Region 10,2 wk ahead,percent,Bin,2,2.1,0.041295039078373494
HHS Region 10,2 wk ahead,percent,Bin,2.1,2.2,0.040387975162655326
HHS Region 10,2 wk ahead,percent,Bin,2.2,2.3,0.03939703199420705
HHS Region 10,2 wk ahead,percent,Bin,2.3,2.4,0.03836110052747858
HHS Region 10,2 wk ahead,percent,Bin,2.4,2.5,0.03724188539724613
HHS Region 10,2 wk ahead,percent,Bin,2.5,2.6,0.03594347901434645
HHS Region 10,2 wk ahead,percent,Bin,2.6,2.7,0.03434636796154857
HHS Region 10,2 wk ahead,percent,Bin,2.7,2.8,0.03234587936659376
HHS Region 10,2 wk ahead,percent,Bin,2.8,2.9,0.02988729554355972
HHS Region 10,2 wk ahead,percent,Bin,2.9,3,0.026985337918891232
HHS Region 10,2 wk ahead,percent,Bin,3,3.1,0.023728027254879665
HHS Region 10,2 wk ahead,percent,Bin,3.1,3.2,0.020261762415572065
HHS Region 10,2 wk ahead,percent,Bin,3.2,3.3,0.016765639896739928
HHS Region 10,2 wk ahead,percent,Bin,3.3,3.4,0.013419760412373655
HHS Region 10,2 wk ahead,percent,Bin,3.4,3.5,0.010376846112093765
HHS Region 10,2 wk ahead,percent,Bin,3.5,3.6,0.007743252239840795
HHS Region 10,2 wk ahead,percent,Bin,3.6,3.7,0.005571387082361915
HHS Region 10,2 wk ahead,percent,Bin,3.7,3.8,0.003862816250660601
HHS Region 10,2 wk ahead,percent,Bin,3.8,3.9,0.0025795331393503344
HHS Region 10,2 wk ahead,percent,Bin,3.9,4,0.0016584121857631511
HHS Region 10,2 wk ahead,percent,Bin,4,4.1,0.0010263776523557016
HHS Region 10,2 wk ahead,percent,Bin,4.1,4.2,6.117382438879747e-4
HHS Region 10,2 wk ahead,percent,Bin,4.2,4.3,3.522323110956504e-4
HHS Region 10,2 wk ahead,percent,Bin,4.3,4.4,1.9830382109823472e-4
HHS Region 10,2 wk ahead,percent,Bin,4.4,4.5,1.1424250014306583e-4
HHS Region 10,2 wk ahead,percent,Bin,4.5,4.6,7.696414279964069e-5
HHS Region 10,2 wk ahead,percent,Bin,4.6,4.7,7.445572865766301e-5
HHS Region 10,2 wk ahead,percent,Bin,4.7,4.8,1.0413617621740122e-4
HHS Region 10,2 wk ahead,percent,Bin,4.8,4.9,1.7183244569689987e-4
HHS Region 10,2 wk ahead,percent,Bin,4.9,5,2.90944183319238e-4
HHS Region 10,2 wk ahead,percent,Bin,5,5.1,4.8169892449985213e-4
HHS Region 10,2 wk ahead,percent,Bin,5.1,5.2,7.695609603752765e-4
HHS Region 10,2 wk ahead,percent,Bin,5.2,5.3,0.0011824216390561404
HHS Region 10,2 wk ahead,percent,Bin,5.3,5.4,0.0017457506082327041
HHS Region 10,2 wk ahead,percent,Bin,5.4,5.5,0.002476251435232804
HHS Region 10,2 wk ahead,percent,Bin,5.5,5.6,0.0033741708484270327
HHS Region 10,2 wk ahead,percent,Bin,5.6,5.7,0.004416721774698357
HHS Region 10,2 wk ahead,percent,Bin,5.7,5.8,0.005553863090017548
HHS Region 10,2 wk ahead,percent,Bin,5.8,5.9,0.006708939322835684
HHS Region 10,2 wk ahead,percent,Bin,5.9,6,0.007785246772515072
HHS Region 10,2 wk ahead,percent,Bin,6,6.1,0.00867859204956632
HHS Region 10,2 wk ahead,percent,Bin,6.1,6.2,0.009293742704269458
HHS Region 10,2 wk ahead,percent,Bin,6.2,6.3,0.009560759315703585
HHS Region 10,2 wk ahead,percent,Bin,6.3,6.4,0.009448425155778616
HHS Region 10,2 wk ahead,percent,Bin,6.4,6.5,0.008969531691366016
HHS Region 10,2 wk ahead,percent,Bin,6.5,6.6,0.008179841034157325
HHS Region 10,2 wk ahead,percent,Bin,6.6,6.7,0.007166110131828291
HHS Region 10,2 wk ahead,percent,Bin,6.7,6.8,0.0060309289985229185
HHS Region 10,2 wk ahead,percent,Bin,6.8,6.9,0.004875779152254787
HHS Region 10,2 wk ahead,percent,Bin,6.9,7,0.0037867266929531595
HHS Region 10,2 wk ahead,percent,Bin,7,7.1,0.002825214686663238
HHS Region 10,2 wk ahead,percent,Bin,7.1,7.2,0.0020248652496963667
HHS Region 10,2 wk ahead,percent,Bin,7.2,7.3,0.0013941119119117256
HHS Region 10,2 wk ahead,percent,Bin,7.3,7.4,9.220328855400007e-4
HHS Region 10,2 wk ahead,percent,Bin,7.4,7.5,5.858389225943456e-4
HHS Region 10,2 wk ahead,percent,Bin,7.5,7.6,3.575632359870586e-4
HHS Region 10,2 wk ahead,percent,Bin,7.6,7.7,2.0965482896923775e-4
HHS Region 10,2 wk ahead,percent,Bin,7.7,7.8,1.2220703038004916e-4
HHS Region 10,2 wk ahead,percent,Bin,7.8,7.9,1.0773803684843079e-4
HHS Region 10,2 wk ahead,percent,Bin,7.9,8,1.0773803684843079e-4
HHS Region 10,2 wk ahead,percent,Bin,8,8.1,1.0773803684843173e-4
HHS Region 10,2 wk ahead,percent,Bin,8.1,8.2,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,8.2,8.3,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,8.3,8.4,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,8.4,8.5,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,8.5,8.6,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,8.6,8.7,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,8.7,8.8,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,8.8,8.9,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,8.9,9,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9,9.1,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9.1,9.2,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9.2,9.3,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9.3,9.4,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9.4,9.5,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9.5,9.6,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9.6,9.7,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9.7,9.8,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9.8,9.9,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,9.9,10,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10,10.1,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10.1,10.2,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10.2,10.3,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10.3,10.4,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10.4,10.5,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10.5,10.6,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10.6,10.7,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10.7,10.8,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10.8,10.9,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,10.9,11,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11,11.1,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11.1,11.2,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11.2,11.3,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11.3,11.4,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11.4,11.5,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11.5,11.6,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11.6,11.7,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11.7,11.8,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11.8,11.9,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,11.9,12,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12,12.1,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12.1,12.2,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12.2,12.3,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12.3,12.4,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12.4,12.5,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12.5,12.6,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12.6,12.7,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12.7,12.8,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12.8,12.9,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,12.9,13,1.0773803684843269e-4
HHS Region 10,2 wk ahead,percent,Bin,13,100,1.0773803684843269e-4
HHS Region 10,3 wk ahead,percent,Bin,0,0.1,8.91803482930696e-4
HHS Region 10,3 wk ahead,percent,Bin,0.1,0.2,0.002364876749641597
HHS Region 10,3 wk ahead,percent,Bin,0.2,0.3,0.0033469434798913786
HHS Region 10,3 wk ahead,percent,Bin,0.3,0.4,0.004611747246825255
HHS Region 10,3 wk ahead,percent,Bin,0.4,0.5,0.00618904961175185
HHS Region 10,3 wk ahead,percent,Bin,0.5,0.6,0.008094402840999241
HHS Region 10,3 wk ahead,percent,Bin,0.6,0.7,0.010323198498610943
HHS Region 10,3 wk ahead,percent,Bin,0.7,0.8,0.01284795698245755
HHS Region 10,3 wk ahead,percent,Bin,0.8,0.9,0.015617774871958113
HHS Region 10,3 wk ahead,percent,Bin,0.9,1,0.018560311842414894
HHS Region 10,3 wk ahead,percent,Bin,1,1.1,0.021587241756722175
HHS Region 10,3 wk ahead,percent,Bin,1.1,1.2,0.02460128660141481
HHS Region 10,3 wk ahead,percent,Bin,1.2,1.3,0.027504329003141644
HHS Region 10,3 wk ahead,percent,Bin,1.3,1.4,0.030204584234983387
HHS Region 10,3 wk ahead,percent,Bin,1.4,1.5,0.032622709714061046
HHS Region 10,3 wk ahead,percent,Bin,1.5,1.6,0.0346955229236081
HHS Region 10,3 wk ahead,percent,Bin,1.6,1.7,0.03637658797055175
HHS Region 10,3 wk ahead,percent,Bin,1.7,1.8,0.037637642885935935
HHS Region 10,3 wk ahead,percent,Bin,1.8,1.9,0.03846499629683422
HHS Region 10,3 wk ahead,percent,Bin,1.9,2,0.03886055688729066
HHS Region 10,3 wk ahead,percent,Bin,2,2.1,0.03883812373488115
HHS Region 10,3 wk ahead,percent,Bin,2.1,2.2,0.03842238866551443
HHS Region 10,3 wk ahead,percent,Bin,2.2,2.3,0.0376466368556786
HHS Region 10,3 wk ahead,percent,Bin,2.3,2.4,0.03654902328214371
HHS Region 10,3 wk ahead,percent,Bin,2.4,2.5,0.03517011459735566
HHS Region 10,3 wk ahead,percent,Bin,2.5,2.6,0.033548541874566136
HHS Region 10,3 wk ahead,percent,Bin,2.6,2.7,0.031719058509409016
HHS Region 10,3 wk ahead,percent,Bin,2.7,2.8,0.029711575992707986
HHS Region 10,3 wk ahead,percent,Bin,2.8,2.9,0.027552323915915354
HHS Region 10,3 wk ahead,percent,Bin,2.9,3,0.025266752083011233
HHS Region 10,3 wk ahead,percent,Bin,3,3.1,0.022883364718307438
HHS Region 10,3 wk ahead,percent,Bin,3.1,3.2,0.020436894913921366
HHS Region 10,3 wk ahead,percent,Bin,3.2,3.3,0.017970534942697503
HHS Region 10,3 wk ahead,percent,Bin,3.3,3.4,0.01553537001667126
HHS Region 10,3 wk ahead,percent,Bin,3.4,3.5,0.013187850938238928
HHS Region 10,3 wk ahead,percent,Bin,3.5,3.6,0.010985411292155916
HHS Region 10,3 wk ahead,percent,Bin,3.6,3.7,0.008981962724863795
HHS Region 10,3 wk ahead,percent,Bin,3.7,3.8,0.007221907229133507
HHS Region 10,3 wk ahead,percent,Bin,3.8,3.9,0.005739464858890972
HHS Region 10,3 wk ahead,percent,Bin,3.9,4,0.004554077889191274
HHS Region 10,3 wk ahead,percent,Bin,4,4.1,0.0036740137436142434
HHS Region 10,3 wk ahead,percent,Bin,4.1,4.2,0.0030953920184833747
HHS Region 10,3 wk ahead,percent,Bin,4.2,4.3,0.0028049651092460774
HHS Region 10,3 wk ahead,percent,Bin,4.3,4.4,0.0027826459014611243
HHS Region 10,3 wk ahead,percent,Bin,4.4,4.5,0.003000227081148165
HHS Region 10,3 wk ahead,percent,Bin,4.5,4.6,0.0034239366265315456
HHS Region 10,3 wk ahead,percent,Bin,4.6,4.7,0.004011749970976348
HHS Region 10,3 wk ahead,percent,Bin,4.7,4.8,0.004714529967029279
HHS Region 10,3 wk ahead,percent,Bin,4.8,4.9,0.005475946022487422
HHS Region 10,3 wk ahead,percent,Bin,4.9,5,0.006234551620060164
HHS Region 10,3 wk ahead,percent,Bin,5,5.1,0.006927341663373432
HHS Region 10,3 wk ahead,percent,Bin,5.1,5.2,0.007494818152202832
HHS Region 10,3 wk ahead,percent,Bin,5.2,5.3,0.007886620262794419
HHS Region 10,3 wk ahead,percent,Bin,5.3,5.4,0.008066538433644665
HHS Region 10,3 wk ahead,percent,Bin,5.4,5.5,0.008017654776738489
HHS Region 10,3 wk ahead,percent,Bin,5.5,5.6,0.007742461149168919
HHS Region 10,3 wk ahead,percent,Bin,5.6,5.7,0.007263934896386121
HHS Region 10,3 wk ahead,percent,Bin,5.7,5.8,0.006620642559072137
HHS Region 10,3 wk ahead,percent,Bin,5.8,5.9,0.0058620803406999435
HHS Region 10,3 wk ahead,percent,Bin,5.9,6,0.00504233984594749
HHS Region 10,3 wk ahead,percent,Bin,6,6.1,0.004213412416573624
HHS Region 10,3 wk ahead,percent,Bin,6.1,6.2,0.00342020237660735
HHS Region 10,3 wk ahead,percent,Bin,6.2,6.3,0.0026970916148433745
HHS Region 10,3 wk ahead,percent,Bin,6.3,6.4,0.0020661366914052287
HHS Region 10,3 wk ahead,percent,Bin,6.4,6.5,0.0015375725015395357
HHS Region 10,3 wk ahead,percent,Bin,6.5,6.6,0.0011115978955228466
HHS Region 10,3 wk ahead,percent,Bin,6.6,6.7,7.80644047724632e-4
HHS Region 10,3 wk ahead,percent,Bin,6.7,6.8,5.326032239005784e-4
HHS Region 10,3 wk ahead,percent,Bin,6.8,6.9,3.529839486367738e-4
HHS Region 10,3 wk ahead,percent,Bin,6.9,7,2.2726761233382055e-4
HHS Region 10,3 wk ahead,percent,Bin,7,7.1,1.4214402168689254e-4
HHS Region 10,3 wk ahead,percent,Bin,7.1,7.2,9.441407052708986e-5
HHS Region 10,3 wk ahead,percent,Bin,7.2,7.3,9.079044949748282e-5
HHS Region 10,3 wk ahead,percent,Bin,7.3,7.4,9.079044949748282e-5
HHS Region 10,3 wk ahead,percent,Bin,7.4,7.5,9.079044949748282e-5
HHS Region 10,3 wk ahead,percent,Bin,7.5,7.6,9.079044949748282e-5
HHS Region 10,3 wk ahead,percent,Bin,7.6,7.7,9.079044949748282e-5
HHS Region 10,3 wk ahead,percent,Bin,7.7,7.8,9.079044949748282e-5
HHS Region 10,3 wk ahead,percent,Bin,7.8,7.9,9.079044949748282e-5
HHS Region 10,3 wk ahead,percent,Bin,7.9,8,9.079044949748282e-5
HHS Region 10,3 wk ahead,percent,Bin,8,8.1,9.079044949748363e-5
HHS Region 10,3 wk ahead,percent,Bin,8.1,8.2,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,8.2,8.3,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,8.3,8.4,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,8.4,8.5,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,8.5,8.6,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,8.6,8.7,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,8.7,8.8,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,8.8,8.9,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,8.9,9,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9,9.1,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9.1,9.2,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9.2,9.3,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9.3,9.4,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9.4,9.5,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9.5,9.6,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9.6,9.7,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9.7,9.8,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9.8,9.9,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,9.9,10,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10,10.1,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10.1,10.2,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10.2,10.3,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10.3,10.4,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10.4,10.5,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10.5,10.6,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10.6,10.7,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10.7,10.8,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10.8,10.9,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,10.9,11,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11,11.1,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11.1,11.2,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11.2,11.3,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11.3,11.4,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11.4,11.5,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11.5,11.6,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11.6,11.7,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11.7,11.8,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11.8,11.9,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,11.9,12,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12,12.1,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12.1,12.2,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12.2,12.3,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12.3,12.4,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12.4,12.5,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12.5,12.6,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12.6,12.7,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12.7,12.8,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12.8,12.9,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,12.9,13,9.079044949748444e-5
HHS Region 10,3 wk ahead,percent,Bin,13,100,9.079044949748444e-5
HHS Region 10,4 wk ahead,percent,Bin,0,0.1,0.0025622955041806534
HHS Region 10,4 wk ahead,percent,Bin,0.1,0.2,0.005834430361827703
HHS Region 10,4 wk ahead,percent,Bin,0.2,0.3,0.006859941092238646
HHS Region 10,4 wk ahead,percent,Bin,0.3,0.4,0.007973778129498548
HHS Region 10,4 wk ahead,percent,Bin,0.4,0.5,0.00916499266716407
HHS Region 10,4 wk ahead,percent,Bin,0.5,0.6,0.010419398771386179
HHS Region 10,4 wk ahead,percent,Bin,0.6,0.7,0.01172009627252058
HHS Region 10,4 wk ahead,percent,Bin,0.7,0.8,0.013047892091338643
HHS Region 10,4 wk ahead,percent,Bin,0.8,0.9,0.01438208040145226
HHS Region 10,4 wk ahead,percent,Bin,0.9,1,0.01570159594665886
HHS Region 10,4 wk ahead,percent,Bin,1,1.1,0.01698580565288224
HHS Region 10,4 wk ahead,percent,Bin,1.1,1.2,0.018215624614850517
HHS Region 10,4 wk ahead,percent,Bin,1.2,1.3,0.01937412712716209
HHS Region 10,4 wk ahead,percent,Bin,1.3,1.4,0.020447411002413075
HHS Region 10,4 wk ahead,percent,Bin,1.4,1.5,0.02142490460438121
HHS Region 10,4 wk ahead,percent,Bin,1.5,1.6,0.02230000671881922
HHS Region 10,4 wk ahead,percent,Bin,1.6,1.7,0.023069279185448092
HHS Region 10,4 wk ahead,percent,Bin,1.7,1.8,0.02373264611150461
HHS Region 10,4 wk ahead,percent,Bin,1.8,1.9,0.024292855797504054
