timezero,location,target,value
20190128,HHS Region 4,4 wk ahead,4.3
20190128,HHS Region 5,Season onset,20181217
20190128,HHS Region 5,Season peak week,20190311
20190128,HHS Region 5,Season peak percentage,3.6
20190128,HHS Region 5,1 wk ahead,2.3
20190128,HHS Region 5,2 wk ahead,2.5
20190128,HHS Region 5,3 wk ahead,2.9
20190128,HHS Region 5,4 wk ahead,3
20190128,HHS Region 6,Season onset,20181217
20190128,HHS Region 6,Season peak week,20190211
20190128,HHS Region 6,Season peak percentage,10.1
20190128,HHS Region 6,1 wk ahead,9.8
20190128,HHS Region 6,2 wk ahead,10.1
20190128,HHS Region 6,3 wk ahead,9.4
20190128,HHS Region 6,4 wk ahead,9.2
20190128,HHS Region 7,Season onset,20181210
20190128,HHS Region 7,Season peak week,20190311
20190128,HHS Region 7,Season peak percentage,5.7
20190128,HHS Region 7,1 wk ahead,4
20190128,HHS Region 7,2 wk ahead,4.4
20190128,HHS Region 7,3 wk ahead,5.3
20190128,HHS Region 7,4 wk ahead,4.9
20190128,HHS Region 8,Season onset,20181112
20190128,HHS Region 8,Season peak week,20190218
20190128,HHS Region 8,Season peak percentage,5.9
20190128,HHS Region 8,1 wk ahead,5
20190128,HHS Region 8,2 wk ahead,5.6
20190128,HHS Region 8,3 wk ahead,5.9
20190128,HHS Region 8,4 wk ahead,5.6
20190128,HHS Region 9,Season onset,20181126
20190128,HHS Region 9,Season peak week,20190211
20190128,HHS Region 9,Season peak percentage,3.7
20190128,HHS Region 9,1 wk ahead,3.3
20190128,HHS Region 9,2 wk ahead,3.7
20190128,HHS Region 9,3 wk ahead,3.6
20190128,HHS Region 9,4 wk ahead,3.7
20190128,HHS Region 10,Season onset,20181210
20190128,HHS Region 10,Season peak week,20190311
20190128,HHS Region 10,Season peak percentage,4.3
20190128,HHS Region 10,1 wk ahead,3
20190128,HHS Region 10,2 wk ahead,3.5
20190128,HHS Region 10,3 wk ahead,3.2
20190128,HHS Region 10,4 wk ahead,3
20190204,US National,Season onset,20181203
20190204,US National,Season peak week,20190211
20190204,US National,Season peak percentage,5.1
20190204,US National,1 wk ahead,5.1
20190204,US National,2 wk ahead,4.9
20190204,US National,3 wk ahead,4.6
20190204,US National,4 wk ahead,4.4
20190204,HHS Region 1,Season onset,20181203
20190204,HHS Region 1,Season peak week,20190204
20190204,HHS Region 1,Season peak percentage,3.9
20190204,HHS Region 1,1 wk ahead,3.7
20190204,HHS Region 1,2 wk ahead,3.6
20190204,HHS Region 1,3 wk ahead,3.2
20190204,HHS Region 1,4 wk ahead,3.1
20190204,HHS Region 2,Season onset,20181203
20190204,HHS Region 2,Season peak week,20190211
20190204,HHS Region 2,Season peak percentage,5.2
20190204,HHS Region 2,1 wk ahead,5.2
20190204,HHS Region 2,2 wk ahead,4.9
20190204,HHS Region 2,3 wk ahead,4.2
20190204,HHS Region 2,4 wk ahead,4
20190204,HHS Region 3,Season onset,20181210
20190204,HHS Region 3,Season peak week,20190218
20190204,HHS Region 3,Season peak percentage,4.6
20190204,HHS Region 3,1 wk ahead,4.5
20190204,HHS Region 3,2 wk ahead,4.6
20190204,HHS Region 3,3 wk ahead,4.4
20190204,HHS Region 3,4 wk ahead,4.2
20190204,HHS Region 4,Season onset,20181119
20190204,HHS Region 4,Season peak week,20190204
20190204,HHS Region 4,Season peak percentage,5.9
20190204,HHS Region 4,1 wk ahead,5.9
20190204,HHS Region 4,2 wk ahead,5.3
20190204,HHS Region 4,3 wk ahead,4.3
20190204,HHS Region 4,4 wk ahead,3.9
20190204,HHS Region 5,Season onset,20181217
20190204,HHS Region 5,Season peak week,20190311
20190204,HHS Region 5,Season peak percentage,3.6
20190204,HHS Region 5,1 wk ahead,2.5
20190204,HHS Region 5,2 wk ahead,2.9
20190204,HHS Region 5,3 wk ahead,3
20190204,HHS Region 5,4 wk ahead,3.3
20190204,HHS Region 6,Season onset,20181217
20190204,HHS Region 6,Season peak week,20190211
20190204,HHS Region 6,Season peak percentage,10.1
20190204,HHS Region 6,1 wk ahead,10.1
20190204,HHS Region 6,2 wk ahead,9.4
20190204,HHS Region 6,3 wk ahead,9.2
20190204,HHS Region 6,4 wk ahead,8.2
20190204,HHS Region 7,Season onset,20181210
20190204,HHS Region 7,Season peak week,20190311
20190204,HHS Region 7,Season peak percentage,5.7
20190204,HHS Region 7,1 wk ahead,4.4
20190204,HHS Region 7,2 wk ahead,5.3
20190204,HHS Region 7,3 wk ahead,4.9
20190204,HHS Region 7,4 wk ahead,5.1
20190204,HHS Region 8,Season onset,20181112
20190204,HHS Region 8,Season peak week,20190218
20190204,HHS Region 8,Season peak percentage,5.9
20190204,HHS Region 8,1 wk ahead,5.6
20190204,HHS Region 8,2 wk ahead,5.9
20190204,HHS Region 8,3 wk ahead,5.6
20190204,HHS Region 8,4 wk ahead,5.7
20190204,HHS Region 9,Season onset,20181126
20190204,HHS Region 9,Season peak week,20190211
20190204,HHS Region 9,Season peak percentage,3.7
20190204,HHS Region 9,1 wk ahead,3.7
20190204,HHS Region 9,2 wk ahead,3.6
20190204,HHS Region 9,3 wk ahead,3.7
20190204,HHS Region 9,4 wk ahead,3.6
20190204,HHS Region 10,Season onset,20181210
20190204,HHS Region 10,Season peak week,20190311
20190204,HHS Region 10,Season peak percentage,4.3
20190204,HHS Region 10,1 wk ahead,3.5
20190204,HHS Region 10,2 wk ahead,3.2
20190204,HHS Region 10,3 wk ahead,3
20190204,HHS Region 10,4 wk ahead,3.5
20190211,US National,Season onset,20181203
20190211,US National,Season peak week,20190211
20190211,US National,Season peak percentage,5.1
20190211,US National,1 wk ahead,4.9
20190211,US National,2 wk ahead,4.6
20190211,US National,3 wk ahead,4.4
20190211,US National,4 wk ahead,4.2
20190211,HHS Region 1,Season onset,20181203
20190211,HHS Region 1,Season peak week,20190204
20190211,HHS Region 1,Season peak percentage,3.9
20190211,HHS Region 1,1 wk ahead,3.6
20190211,HHS Region 1,2 wk ahead,3.2
20190211,HHS Region 1,3 wk ahead,3.1
20190211,HHS Region 1,4 wk ahead,2.8
20190211,HHS Region 2,Season onset,20181203
20190211,HHS Region 2,Season peak week,20190211
20190211,HHS Region 2,Season peak percentage,5.2
20190211,HHS Region 2,1 wk ahead,4.9
20190211,HHS Region 2,2 wk ahead,4.2
20190211,HHS Region 2,3 wk ahead,4
20190211,HHS Region 2,4 wk ahead,4
20190211,HHS Region 3,Season onset,20181210
20190211,HHS Region 3,Season peak week,20190218
20190211,HHS Region 3,Season peak percentage,4.6
20190211,HHS Region 3,1 wk ahead,4.6
20190211,HHS Region 3,2 wk ahead,4.4
20190211,HHS Region 3,3 wk ahead,4.2
20190211,HHS Region 3,4 wk ahead,4.3
20190211,HHS Region 4,Season onset,20181119
20190211,HHS Region 4,Season peak week,20190204
20190211,HHS Region 4,Season peak percentage,5.9
20190211,HHS Region 4,1 wk ahead,5.3
20190211,HHS Region 4,2 wk ahead,4.3
20190211,HHS Region 4,3 wk ahead,3.9
20190211,HHS Region 4,4 wk ahead,3.5
20190211,HHS Region 5,Season onset,20181217
20190211,HHS Region 5,Season peak week,20190311
20190211,HHS Region 5,Season peak percentage,3.6
20190211,HHS Region 5,1 wk ahead,2.9
20190211,HHS Region 5,2 wk ahead,3
20190211,HHS Region 5,3 wk ahead,3.3
20190211,HHS Region 5,4 wk ahead,3.6
20190211,HHS Region 6,Season onset,20181217
20190211,HHS Region 6,Season peak week,20190211
20190211,HHS Region 6,Season peak percentage,10.1
20190211,HHS Region 6,1 wk ahead,9.4
20190211,HHS Region 6,2 wk ahead,9.2
20190211,HHS Region 6,3 wk ahead,8.2
20190211,HHS Region 6,4 wk ahead,7.3
20190211,HHS Region 7,Season onset,20181210
20190211,HHS Region 7,Season peak week,20190311
20190211,HHS Region 7,Season peak percentage,5.7
20190211,HHS Region 7,1 wk ahead,5.3
20190211,HHS Region 7,2 wk ahead,4.9
20190211,HHS Region 7,3 wk ahead,5.1
20190211,HHS Region 7,4 wk ahead,5.7
20190211,HHS Region 8,Season onset,20181112
20190211,HHS Region 8,Season peak week,20190218
20190211,HHS Region 8,Season peak percentage,5.9
20190211,HHS Region 8,1 wk ahead,5.9
20190211,HHS Region 8,2 wk ahead,5.6
20190211,HHS Region 8,3 wk ahead,5.7
20190211,HHS Region 8,4 wk ahead,5
20190211,HHS Region 9,Season onset,20181126
20190211,HHS Region 9,Season peak week,20190211
20190211,HHS Region 9,Season peak percentage,3.7
20190211,HHS Region 9,1 wk ahead,3.6
20190211,HHS Region 9,2 wk ahead,3.7
20190211,HHS Region 9,3 wk ahead,3.6
20190211,HHS Region 9,4 wk ahead,3.4
20190211,HHS Region 10,Season onset,20181210
20190211,HHS Region 10,Season peak week,20190311
20190211,HHS Region 10,Season peak percentage,4.3
20190211,HHS Region 10,1 wk ahead,3.2
20190211,HHS Region 10,2 wk ahead,3
20190211,HHS Region 10,3 wk ahead,3.5
20190211,HHS Region 10,4 wk ahead,4.3
20190218,US National,Season onset,20181203
20190218,US National,Season peak week,20190211
20190218,US National,Season peak percentage,5.1
20190218,US National,1 wk ahead,4.6
20190218,US National,2 wk ahead,4.4
20190218,US National,3 wk ahead,4.2
20190218,US National,4 wk ahead,3.7
20190218,HHS Region 1,Season onset,20181203
20190218,HHS Region 1,Season peak week,20190204
20190218,HHS Region 1,Season peak percentage,3.9
20190218,HHS Region 1,1 wk ahead,3.2
20190218,HHS Region 1,2 wk ahead,3.1
20190218,HHS Region 1,3 wk ahead,2.8
20190218,HHS Region 1,4 wk ahead,2.7
20190218,HHS Region 2,Season onset,20181203
20190218,HHS Region 2,Season peak week,20190211
20190218,HHS Region 2,Season peak percentage,5.2
20190218,HHS Region 2,1 wk ahead,4.2
20190218,HHS Region 2,2 wk ahead,4
20190218,HHS Region 2,3 wk ahead,4
20190218,HHS Region 2,4 wk ahead,3.8
20190218,HHS Region 3,Season onset,20181210
20190218,HHS Region 3,Season peak week,20190218
20190218,HHS Region 3,Season peak percentage,4.6
20190218,HHS Region 3,1 wk ahead,4.4
20190218,HHS Region 3,2 wk ahead,4.2
20190218,HHS Region 3,3 wk ahead,4.3
20190218,HHS Region 3,4 wk ahead,3.6
20190218,HHS Region 4,Season onset,20181119
20190218,HHS Region 4,Season peak week,20190204
20190218,HHS Region 4,Season peak percentage,5.9
20190218,HHS Region 4,1 wk ahead,4.3
20190218,HHS Region 4,2 wk ahead,3.9
20190218,HHS Region 4,3 wk ahead,3.5
20190218,HHS Region 4,4 wk ahead,3
20190218,HHS Region 5,Season onset,20181217
20190218,HHS Region 5,Season peak week,20190311
20190218,HHS Region 5,Season peak percentage,3.6
20190218,HHS Region 5,1 wk ahead,3
20190218,HHS Region 5,2 wk ahead,3.3
20190218,HHS Region 5,3 wk ahead,3.6
20190218,HHS Region 5,4 wk ahead,3.2
20190218,HHS Region 6,Season onset,20181217
20190218,HHS Region 6,Season peak week,20190211
20190218,HHS Region 6,Season peak percentage,10.1
20190218,HHS Region 6,1 wk ahead,9.2
20190218,HHS Region 6,2 wk ahead,8.2
20190218,HHS Region 6,3 wk ahead,7.3
20190218,HHS Region 6,4 wk ahead,5.5
20190218,HHS Region 7,Season onset,20181210
20190218,HHS Region 7,Season peak week,20190311
20190218,HHS Region 7,Season peak percentage,5.7
20190218,HHS Region 7,1 wk ahead,4.9
20190218,HHS Region 7,2 wk ahead,5.1
20190218,HHS Region 7,3 wk ahead,5.7
20190218,HHS Region 7,4 wk ahead,4.8
20190218,HHS Region 8,Season onset,20181112
20190218,HHS Region 8,Season peak week,20190218
20190218,HHS Region 8,Season peak percentage,5.9
20190218,HHS Region 8,1 wk ahead,5.6
20190218,HHS Region 8,2 wk ahead,5.7
20190218,HHS Region 8,3 wk ahead,5
20190218,HHS Region 8,4 wk ahead,3.9
20190218,HHS Region 9,Season onset,20181126
20190218,HHS Region 9,Season peak week,20190211
20190218,HHS Region 9,Season peak percentage,3.7
20190218,HHS Region 9,1 wk ahead,3.7
20190218,HHS Region 9,2 wk ahead,3.6
20190218,HHS Region 9,3 wk ahead,3.4
20190218,HHS Region 9,4 wk ahead,3.5
20190218,HHS Region 10,Season onset,20181210
20190218,HHS Region 10,Season peak week,20190311
20190218,HHS Region 10,Season peak percentage,4.3
20190218,HHS Region 10,1 wk ahead,3
20190218,HHS Region 10,2 wk ahead,3.5
20190218,HHS Region 10,3 wk ahead,4.3
20190218,HHS Region 10,4 wk ahead,3.8
20190225,US National,Season onset,20181203
20190225,US National,Season peak week,20190211
20190225,US National,Season peak percentage,5.1
20190225,US National,1 wk ahead,4.4
20190225,US National,2 wk ahead,4.2
20190225,US National,3 wk ahead,3.7
20190225,US National,4 wk ahead,3.1
20190225,HHS Region 1,Season onset,20181203
20190225,HHS Region 1,Season peak week,20190204
20190225,HHS Region 1,Season peak percentage,3.9
20190225,HHS Region 1,1 wk ahead,3.1
20190225,HHS Region 1,2 wk ahead,2.8
20190225,HHS Region 1,3 wk ahead,2.7
20190225,HHS Region 1,4 wk ahead,2.8
20190225,HHS Region 2,Season onset,20181203
20190225,HHS Region 2,Season peak week,20190211
20190225,HHS Region 2,Season peak percentage,5.2
20190225,HHS Region 2,1 wk ahead,4
20190225,HHS Region 2,2 wk ahead,4
20190225,HHS Region 2,3 wk ahead,3.8
20190225,HHS Region 2,4 wk ahead,3.6
20190225,HHS Region 3,Season onset,20181210
20190225,HHS Region 3,Season peak week,20190218
20190225,HHS Region 3,Season peak percentage,4.6
20190225,HHS Region 3,1 wk ahead,4.2
20190225,HHS Region 3,2 wk ahead,4.3
20190225,HHS Region 3,3 wk ahead,3.6
20190225,HHS Region 3,4 wk ahead,3.1
20190225,HHS Region 4,Season onset,20181119
20190225,HHS Region 4,Season peak week,20190204
20190225,HHS Region 4,Season peak percentage,5.9
20190225,HHS Region 4,1 wk ahead,3.9
20190225,HHS Region 4,2 wk ahead,3.5
20190225,HHS Region 4,3 wk ahead,3
20190225,HHS Region 4,4 wk ahead,2.6
20190225,HHS Region 5,Season onset,20181217
20190225,HHS Region 5,Season peak week,20190311
20190225,HHS Region 5,Season peak percentage,3.6
20190225,HHS Region 5,1 wk ahead,3.3
20190225,HHS Region 5,2 wk ahead,3.6
20190225,HHS Region 5,3 wk ahead,3.2
20190225,HHS Region 5,4 wk ahead,2.6
20190225,HHS Region 6,Season onset,20181217
20190225,HHS Region 6,Season peak week,20190211
20190225,HHS Region 6,Season peak percentage,10.1
20190225,HHS Region 6,1 wk ahead,8.2
20190225,HHS Region 6,2 wk ahead,7.3
20190225,HHS Region 6,3 wk ahead,5.5
20190225,HHS Region 6,4 wk ahead,4.5
20190225,HHS Region 7,Season onset,20181210
20190225,HHS Region 7,Season peak week,20190311
20190225,HHS Region 7,Season peak percentage,5.7
20190225,HHS Region 7,1 wk ahead,5.1
20190225,HHS Region 7,2 wk ahead,5.7
20190225,HHS Region 7,3 wk ahead,4.8
20190225,HHS Region 7,4 wk ahead,3.9
20190225,HHS Region 8,Season onset,20181112
20190225,HHS Region 8,Season peak week,20190218
20190225,HHS Region 8,Season peak percentage,5.9
20190225,HHS Region 8,1 wk ahead,5.7
20190225,HHS Region 8,2 wk ahead,5
20190225,HHS Region 8,3 wk ahead,3.9
20190225,HHS Region 8,4 wk ahead,3.1
20190225,HHS Region 9,Season onset,20181126
20190225,HHS Region 9,Season peak week,20190211
20190225,HHS Region 9,Season peak percentage,3.7
20190225,HHS Region 9,1 wk ahead,3.6
20190225,HHS Region 9,2 wk ahead,3.4
20190225,HHS Region 9,3 wk ahead,3.5
20190225,HHS Region 9,4 wk ahead,3
20190225,HHS Region 10,Season onset,20181210
20190225,HHS Region 10,Season peak week,20190311
20190225,HHS Region 10,Season peak percentage,4.3
20190225,HHS Region 10,1 wk ahead,3.5
20190225,HHS Region 10,2 wk ahead,4.3
20190225,HHS Region 10,3 wk ahead,3.8
20190225,HHS Region 10,4 wk ahead,2.4
20190304,US National,Season onset,20181203
20190304,US National,Season peak week,20190211
20190304,US National,Season peak percentage,5.1
20190304,US National,1 wk ahead,4.2
20190304,US National,2 wk ahead,3.7
20190304,US National,3 wk ahead,3.1
20190304,US National,4 wk ahead,2.7
20190304,HHS Region 1,Season onset,20181203
20190304,HHS Region 1,Season peak week,20190204
20190304,HHS Region 1,Season peak percentage,3.9
20190304,HHS Region 1,1 wk ahead,2.8
20190304,HHS Region 1,2 wk ahead,2.7
20190304,HHS Region 1,3 wk ahead,2.8
20190304,HHS Region 1,4 wk ahead,2.5
20190304,HHS Region 2,Season onset,20181203
20190304,HHS Region 2,Season peak week,20190211
20190304,HHS Region 2,Season peak percentage,5.2
20190304,HHS Region 2,1 wk ahead,4
20190304,HHS Region 2,2 wk ahead,3.8
20190304,HHS Region 2,3 wk ahead,3.6
20190304,HHS Region 2,4 wk ahead,3.3
20190304,HHS Region 3,Season onset,20181210
20190304,HHS Region 3,Season peak week,20190218
20190304,HHS Region 3,Season peak percentage,4.6
20190304,HHS Region 3,1 wk ahead,4.3
20190304,HHS Region 3,2 wk ahead,3.6
20190304,HHS Region 3,3 wk ahead,3.1
20190304,HHS Region 3,4 wk ahead,2.5
20190304,HHS Region 4,Season onset,20181119
20190304,HHS Region 4,Season peak week,20190204
20190304,HHS Region 4,Season peak percentage,5.9
20190304,HHS Region 4,1 wk ahead,3.5
20190304,HHS Region 4,2 wk ahead,3
20190304,HHS Region 4,3 wk ahead,2.6
20190304,HHS Region 4,4 wk ahead,2.3
20190304,HHS Region 5,Season onset,20181217
20190304,HHS Region 5,Season peak week,20190311
20190304,HHS Region 5,Season peak percentage,3.6
20190304,HHS Region 5,1 wk ahead,3.6
20190304,HHS Region 5,2 wk ahead,3.2
20190304,HHS Region 5,3 wk ahead,2.6
20190304,HHS Region 5,4 wk ahead,2.1
20190304,HHS Region 6,Season onset,20181217
20190304,HHS Region 6,Season peak week,20190211
20190304,HHS Region 6,Season peak percentage,10.1
20190304,HHS Region 6,1 wk ahead,7.3
20190304,HHS Region 6,2 wk ahead,5.5
20190304,HHS Region 6,3 wk ahead,4.5
20190304,HHS Region 6,4 wk ahead,4
20190304,HHS Region 7,Season onset,20181210
20190304,HHS Region 7,Season peak week,20190311
20190304,HHS Region 7,Season peak percentage,5.7
20190304,HHS Region 7,1 wk ahead,5.7
20190304,HHS Region 7,2 wk ahead,4.8
20190304,HHS Region 7,3 wk ahead,3.9
20190304,HHS Region 7,4 wk ahead,2.3
20190304,HHS Region 8,Season onset,20181112
20190304,HHS Region 8,Season peak week,20190218
20190304,HHS Region 8,Season peak percentage,5.9
20190304,HHS Region 8,1 wk ahead,5
20190304,HHS Region 8,2 wk ahead,3.9
20190304,HHS Region 8,3 wk ahead,3.1
20190304,HHS Region 8,4 wk ahead,3
20190304,HHS Region 9,Season onset,20181126
20190304,HHS Region 9,Season peak week,20190211
20190304,HHS Region 9,Season peak percentage,3.7
20190304,HHS Region 9,1 wk ahead,3.4
20190304,HHS Region 9,2 wk ahead,3.5
20190304,HHS Region 9,3 wk ahead,3
20190304,HHS Region 9,4 wk ahead,3
20190304,HHS Region 10,Season onset,20181210
20190304,HHS Region 10,Season peak week,20190311
20190304,HHS Region 10,Season peak percentage,4.3
20190304,HHS Region 10,1 wk ahead,4.3
20190304,HHS Region 10,2 wk ahead,3.8
20190304,HHS Region 10,3 wk ahead,2.4
20190304,HHS Region 10,4 wk ahead,1.6
20190311,US National,Season onset,20181203
20190311,US National,Season peak week,20190211
20190311,US National,Season peak percentage,5.1
20190311,US National,1 wk ahead,3.7
20190311,US National,2 wk ahead,3.1
20190311,US National,3 wk ahead,2.7
20190311,US National,4 wk ahead,2.3
20190311,HHS Region 1,Season onset,20181203
20190311,HHS Region 1,Season peak week,20190204
20190311,HHS Region 1,Season peak percentage,3.9
20190311,HHS Region 1,1 wk ahead,2.7
20190311,HHS Region 1,2 wk ahead,2.8
20190311,HHS Region 1,3 wk ahead,2.5
20190311,HHS Region 1,4 wk ahead,2.3
20190311,HHS Region 2,Season onset,20181203
20190311,HHS Region 2,Season peak week,20190211
20190311,HHS Region 2,Season peak percentage,5.2
20190311,HHS Region 2,1 wk ahead,3.8
20190311,HHS Region 2,2 wk ahead,3.6
20190311,HHS Region 2,3 wk ahead,3.3
20190311,HHS Region 2,4 wk ahead,3.1
20190311,HHS Region 3,Season onset,20181210
20190311,HHS Region 3,Season peak week,20190218
20190311,HHS Region 3,Season peak percentage,4.6
20190311,HHS Region 3,1 wk ahead,3.6
20190311,HHS Region 3,2 wk ahead,3.1
20190311,HHS Region 3,3 wk ahead,2.5
20190311,HHS Region 3,4 wk ahead,2
20190311,HHS Region 4,Season onset,20181119
20190311,HHS Region 4,Season peak week,20190204
20190311,HHS Region 4,Season peak percentage,5.9
20190311,HHS Region 4,1 wk ahead,3
20190311,HHS Region 4,2 wk ahead,2.6
20190311,HHS Region 4,3 wk ahead,2.3
20190311,HHS Region 4,4 wk ahead,2
20190311,HHS Region 5,Season onset,20181217
20190311,HHS Region 5,Season peak week,20190311
20190311,HHS Region 5,Season peak percentage,3.6
20190311,HHS Region 5,1 wk ahead,3.2
20190311,HHS Region 5,2 wk ahead,2.6
20190311,HHS Region 5,3 wk ahead,2.1
20190311,HHS Region 5,4 wk ahead,1.8
20190311,HHS Region 6,Season onset,20181217
20190311,HHS Region 6,Season peak week,20190211
20190311,HHS Region 6,Season peak percentage,10.1
20190311,HHS Region 6,1 wk ahead,5.5
20190311,HHS Region 6,2 wk ahead,4.5
20190311,HHS Region 6,3 wk ahead,4
20190311,HHS Region 6,4 wk ahead,3.5
20190311,HHS Region 7,Season onset,20181210
20190311,HHS Region 7,Season peak week,20190311
20190311,HHS Region 7,Season peak percentage,5.7
20190311,HHS Region 7,1 wk ahead,4.8
20190311,HHS Region 7,2 wk ahead,3.9
20190311,HHS Region 7,3 wk ahead,2.3
20190311,HHS Region 7,4 wk ahead,1.9
20190311,HHS Region 8,Season onset,20181112
20190311,HHS Region 8,Season peak week,20190218
20190311,HHS Region 8,Season peak percentage,5.9
20190311,HHS Region 8,1 wk ahead,3.9
20190311,HHS Region 8,2 wk ahead,3.1
20190311,HHS Region 8,3 wk ahead,3
20190311,HHS Region 8,4 wk ahead,2.4
20190311,HHS Region 9,Season onset,20181126
20190311,HHS Region 9,Season peak week,20190211
20190311,HHS Region 9,Season peak percentage,3.7
20190311,HHS Region 9,1 wk ahead,3.5
20190311,HHS Region 9,2 wk ahead,3
20190311,HHS Region 9,3 wk ahead,3
20190311,HHS Region 9,4 wk ahead,2.5
20190311,HHS Region 10,Season onset,20181210
20190311,HHS Region 10,Season peak week,20190311
20190311,HHS Region 10,Season peak percentage,4.3
20190311,HHS Region 10,1 wk ahead,3.8
20190311,HHS Region 10,2 wk ahead,2.4
20190311,HHS Region 10,3 wk ahead,1.6
20190311,HHS Region 10,4 wk ahead,1
20190318,US National,Season onset,20181203
20190318,US National,Season peak week,20190211
20190318,US National,Season peak percentage,5.1
20190318,US National,1 wk ahead,3.1
20190318,US National,2 wk ahead,2.7
20190318,US National,3 wk ahead,2.3
20190318,US National,4 wk ahead,2
20190318,HHS Region 1,Season onset,20181203
20190318,HHS Region 1,Season peak week,20190204
20190318,HHS Region 1,Season peak percentage,3.9
20190318,HHS Region 1,1 wk ahead,2.8
20190318,HHS Region 1,2 wk ahead,2.5
20190318,HHS Region 1,3 wk ahead,2.3
20190318,HHS Region 1,4 wk ahead,2.1
20190318,HHS Region 2,Season onset,20181203
20190318,HHS Region 2,Season peak week,20190211
20190318,HHS Region 2,Season peak percentage,5.2
20190318,HHS Region 2,1 wk ahead,3.6
20190318,HHS Region 2,2 wk ahead,3.3
20190318,HHS Region 2,3 wk ahead,3.1
20190318,HHS Region 2,4 wk ahead,2.9
20190318,HHS Region 3,Season onset,20181210
20190318,HHS Region 3,Season peak week,20190218
20190318,HHS Region 3,Season peak percentage,4.6
20190318,HHS Region 3,1 wk ahead,3.1
20190318,HHS Region 3,2 wk ahead,2.5
20190318,HHS Region 3,3 wk ahead,2
20190318,HHS Region 3,4 wk ahead,1.5
20190318,HHS Region 4,Season onset,20181119
20190318,HHS Region 4,Season peak week,20190204
20190318,HHS Region 4,Season peak percentage,5.9
20190318,HHS Region 4,1 wk ahead,2.6
20190318,HHS Region 4,2 wk ahead,2.3
20190318,HHS Region 4,3 wk ahead,2
20190318,HHS Region 4,4 wk ahead,1.7
20190318,HHS Region 5,Season onset,20181217
20190318,HHS Region 5,Season peak week,20190311
20190318,HHS Region 5,Season peak percentage,3.6
20190318,HHS Region 5,1 wk ahead,2.6
20190318,HHS Region 5,2 wk ahead,2.1
20190318,HHS Region 5,3 wk ahead,1.8
20190318,HHS Region 5,4 wk ahead,1.6
20190318,HHS Region 6,Season onset,20181217
20190318,HHS Region 6,Season peak week,20190211
20190318,HHS Region 6,Season peak percentage,10.1
20190318,HHS Region 6,1 wk ahead,4.5
20190318,HHS Region 6,2 wk ahead,4
20190318,HHS Region 6,3 wk ahead,3.5
20190318,HHS Region 6,4 wk ahead,3
20190318,HHS Region 7,Season onset,20181210
20190318,HHS Region 7,Season peak week,20190311
20190318,HHS Region 7,Season peak percentage,5.7
20190318,HHS Region 7,1 wk ahead,3.9
20190318,HHS Region 7,2 wk ahead,2.3
20190318,HHS Region 7,3 wk ahead,1.9
20190318,HHS Region 7,4 wk ahead,1.2
20190318,HHS Region 8,Season onset,20181112
20190318,HHS Region 8,Season peak week,20190218
20190318,HHS Region 8,Season peak percentage,5.9
20190318,HHS Region 8,1 wk ahead,3.1
20190318,HHS Region 8,2 wk ahead,3
20190318,HHS Region 8,3 wk ahead,2.4
20190318,HHS Region 8,4 wk ahead,2.4
20190318,HHS Region 9,Season onset,20181126
20190318,HHS Region 9,Season peak week,20190211
20190318,HHS Region 9,Season peak percentage,3.7
20190318,HHS Region 9,1 wk ahead,3
20190318,HHS Region 9,2 wk ahead,3
20190318,HHS Region 9,3 wk ahead,2.5
20190318,HHS Region 9,4 wk ahead,2.3
20190318,HHS Region 10,Season onset,20181210
20190318,HHS Region 10,Season peak week,20190311
20190318,HHS Region 10,Season peak percentage,4.3
20190318,HHS Region 10,1 wk ahead,2.4
20190318,HHS Region 10,2 wk ahead,1.6
20190318,HHS Region 10,3 wk ahead,1
20190318,HHS Region 10,4 wk ahead,1
20190325,US National,Season onset,20181203
20190325,US National,Season peak week,20190211
20190325,US National,Season peak percentage,5.1
20190325,US National,1 wk ahead,2.7
20190325,US National,2 wk ahead,2.3
20190325,US National,3 wk ahead,2
20190325,US National,4 wk ahead,1.7
20190325,HHS Region 1,Season onset,20181203
20190325,HHS Region 1,Season peak week,20190204
20190325,HHS Region 1,Season peak percentage,3.9
20190325,HHS Region 1,1 wk ahead,2.5
20190325,HHS Region 1,2 wk ahead,2.3
20190325,HHS Region 1,3 wk ahead,2.1
20190325,HHS Region 1,4 wk ahead,1.5
20190325,HHS Region 2,Season onset,20181203
20190325,HHS Region 2,Season peak week,20190211
20190325,HHS Region 2,Season peak percentage,5.2
20190325,HHS Region 2,1 wk ahead,3.3
20190325,HHS Region 2,2 wk ahead,3.1
20190325,HHS Region 2,3 wk ahead,2.9
20190325,HHS Region 2,4 wk ahead,2.4
20190325,HHS Region 3,Season onset,20181210
20190325,HHS Region 3,Season peak week,20190218
20190325,HHS Region 3,Season peak percentage,4.6
20190325,HHS Region 3,1 wk ahead,2.5
20190325,HHS Region 3,2 wk ahead,2
20190325,HHS Region 3,3 wk ahead,1.5
20190325,HHS Region 3,4 wk ahead,1.2
20190325,HHS Region 4,Season onset,20181119
20190325,HHS Region 4,Season peak week,20190204
20190325,HHS Region 4,Season peak percentage,5.9
20190325,HHS Region 4,1 wk ahead,2.3
20190325,HHS Region 4,2 wk ahead,2
20190325,HHS Region 4,3 wk ahead,1.7
20190325,HHS Region 4,4 wk ahead,1.6
